6.434200000000000000e+04,4.780000000000000249e+00,8.999999999999999667e-02,8.529999999999999361e+00,9.424000000000000155e-01,4.710000000000000298e-02,-2.738999999999999768e-01,1.862000000000000044e-01
6.434900000000000000e+04,4.709999999999999964e+00,8.999999999999999667e-02,8.529999999999999361e+00,9.424000000000000155e-01,4.710000000000000298e-02,-2.738999999999999768e-01,1.862000000000000044e-01
6.435600000000000000e+04,4.709999999999999964e+00,8.999999999999999667e-02,8.529999999999999361e+00,9.424000000000000155e-01,4.710000000000000298e-02,-2.738999999999999768e-01,1.862000000000000044e-01
6.436300000000000000e+04,4.740000000000000213e+00,8.999999999999999667e-02,8.570000000000000284e+00,9.423000000000000265e-01,4.700000000000000011e-02,-2.741999999999999993e-01,1.860999999999999877e-01
6.437000000000000000e+04,4.780000000000000249e+00,5.000000000000000278e-02,8.490000000000000213e+00,9.423000000000000265e-01,4.700000000000000011e-02,-2.741999999999999993e-01,1.860999999999999877e-01
6.437800000000000000e+04,4.780000000000000249e+00,5.000000000000000278e-02,8.529999999999999361e+00,9.423000000000000265e-01,4.700000000000000011e-02,-2.741999999999999993e-01,1.860999999999999877e-01
6.438600000000000000e+04,4.820000000000000284e+00,8.999999999999999667e-02,8.529999999999999361e+00,9.423000000000000265e-01,4.689999999999999725e-02,-2.745000000000000218e-01,1.859999999999999987e-01
6.439200000000000000e+04,4.820000000000000284e+00,8.999999999999999667e-02,8.529999999999999361e+00,9.423000000000000265e-01,4.689999999999999725e-02,-2.745000000000000218e-01,1.859999999999999987e-01
6.440000000000000000e+04,4.740000000000000213e+00,5.000000000000000278e-02,8.490000000000000213e+00,9.422000000000000375e-01,4.680000000000000132e-02,-2.746999999999999997e-01,1.859999999999999987e-01
6.440700000000000000e+04,4.740000000000000213e+00,5.000000000000000278e-02,8.490000000000000213e+00,9.422000000000000375e-01,4.680000000000000132e-02,-2.746999999999999997e-01,1.859999999999999987e-01
6.441300000000000000e+04,4.780000000000000249e+00,5.000000000000000278e-02,8.490000000000000213e+00,9.422000000000000375e-01,4.680000000000000132e-02,-2.747999999999999887e-01,1.859999999999999987e-01
6.442100000000000000e+04,4.780000000000000249e+00,5.000000000000000278e-02,8.490000000000000213e+00,9.422000000000000375e-01,4.680000000000000132e-02,-2.747999999999999887e-01,1.859999999999999987e-01
6.442700000000000000e+04,4.820000000000000284e+00,5.000000000000000278e-02,8.529999999999999361e+00,9.422000000000000375e-01,4.680000000000000132e-02,-2.747999999999999887e-01,1.859999999999999987e-01
6.443300000000000000e+04,4.820000000000000284e+00,2.000000000000000042e-02,8.529999999999999361e+00,9.421000000000000485e-01,4.680000000000000132e-02,-2.750000000000000222e-01,1.859000000000000097e-01
6.444100000000000000e+04,4.709999999999999964e+00,8.999999999999999667e-02,8.529999999999999361e+00,9.421000000000000485e-01,4.680000000000000132e-02,-2.751000000000000112e-01,1.859000000000000097e-01
6.444700000000000000e+04,4.780000000000000249e+00,8.999999999999999667e-02,8.529999999999999361e+00,9.421000000000000485e-01,4.680000000000000132e-02,-2.751000000000000112e-01,1.859000000000000097e-01
